INFO [2022-11-15 00:29:12,402] autoreload Watching for file changes with StatReloader
INFO [2022-11-15 01:25:05,662] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 42772
INFO [2022-11-15 01:25:05,670] basehttp "GET /static/images/scroll-icon.svg HTTP/1.1" 200 197
WARNING [2022-11-15 01:25:05,671] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:05,671] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
INFO [2022-11-15 01:25:05,672] basehttp "GET /static/images/gif-human.gif HTTP/1.1" 200 52837
WARNING [2022-11-15 01:25:05,682] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:05,683] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:05,683] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:05,683] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:05,689] basehttp "GET /static/images/works/tvempresa.png HTTP/1.1" 200 903649
INFO [2022-11-15 01:25:05,693] basehttp "GET /static/images/works/kubernetes-logo.jpg HTTP/1.1" 200 27076
INFO [2022-11-15 01:25:05,699] basehttp "GET /static/images/works/doctorcv.png HTTP/1.1" 200 913659
INFO [2022-11-15 01:25:05,704] basehttp "GET /static/images/works/carnipets.png HTTP/1.1" 200 4803259
INFO [2022-11-15 01:25:05,707] basehttp "GET /static/fonts/HACKED.ttf HTTP/1.1" 200 26664
INFO [2022-11-15 01:25:05,725] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:05,791] basehttp "GET /static/images/favicon.ico HTTP/1.1" 200 318
INFO [2022-11-15 01:25:26,951] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:26,988] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:26,989] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:26,990] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:26,991] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
WARNING [2022-11-15 01:25:26,991] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:26,991] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
INFO [2022-11-15 01:25:27,012] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:27,470] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:27,490] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:27,492] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:27,495] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:27,498] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:27,498] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:27,499] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:27,503] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:27,676] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:27,704] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:27,705] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:27,707] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:27,708] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
WARNING [2022-11-15 01:25:27,708] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:27,709] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
INFO [2022-11-15 01:25:27,711] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:27,847] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:27,867] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:27,870] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:27,875] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:27,877] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:27,878] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:27,879] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:27,881] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,021] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,043] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,047] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,052] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,054] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,055] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,056] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,058] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,147] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,174] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,175] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,178] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,178] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,179] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,179] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,181] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,314] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,341] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,342] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,344] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,345] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,345] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,346] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,348] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,454] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,477] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,479] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,482] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,485] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,487] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,488] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,491] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,611] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,640] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,641] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,643] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,643] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,645] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
WARNING [2022-11-15 01:25:28,644] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
INFO [2022-11-15 01:25:28,646] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,778] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,799] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,808] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,810] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,811] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,812] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,813] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,815] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:28,919] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:28,946] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:28,947] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:28,949] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:28,951] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,951] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:28,951] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:28,952] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:29,076] basehttp "GET / HTTP/1.1" 200 17378
WARNING [2022-11-15 01:25:29,106] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:29,108] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:29,111] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:29,112] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
INFO [2022-11-15 01:25:29,113] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
WARNING [2022-11-15 01:25:29,113] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:29,113] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:49,599] autoreload Watching for file changes with StatReloader
INFO [2022-11-15 01:25:53,288] basehttp "GET / HTTP/1.1" 200 17378
INFO [2022-11-15 01:25:53,306] basehttp "GET /static/css/clear.css HTTP/1.1" 200 1661
INFO [2022-11-15 01:25:53,306] basehttp "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 941
INFO [2022-11-15 01:25:53,306] basehttp "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 2941
INFO [2022-11-15 01:25:53,306] basehttp "GET /static/css/prettyPhoto.css HTTP/1.1" 200 26950
INFO [2022-11-15 01:25:53,307] basehttp "GET /static/style.css HTTP/1.1" 200 30629
INFO [2022-11-15 01:25:53,307] basehttp "GET /static/css/bootstrap-grid.css HTTP/1.1" 200 64537
INFO [2022-11-15 01:25:53,316] basehttp "GET /static/css/code.css HTTP/1.1" 200 173
INFO [2022-11-15 01:25:53,317] basehttp "GET /static/vue/apps/ListBlogs.js HTTP/1.1" 200 942
INFO [2022-11-15 01:25:53,317] basehttp "GET /static/vue/axios.js HTTP/1.1" 200 14355
INFO [2022-11-15 01:25:53,318] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 200 27536
INFO [2022-11-15 01:25:53,318] basehttp "GET /static/js/jquery.js HTTP/1.1" 200 88145
INFO [2022-11-15 01:25:53,319] basehttp "GET /static/vue/vue.js HTTP/1.1" 200 366064
INFO [2022-11-15 01:25:53,323] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 200 3437
INFO [2022-11-15 01:25:53,323] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 200 4058
INFO [2022-11-15 01:25:53,324] basehttp "GET /static/js/jarallax.js HTTP/1.1" 200 39803
INFO [2022-11-15 01:25:53,324] basehttp "GET /static/js/isotope.pkgd.js HTTP/1.1" 200 119966
INFO [2022-11-15 01:25:53,328] basehttp "GET /static/js/main.js HTTP/1.1" 200 14095
INFO [2022-11-15 01:25:53,328] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 200 21518
INFO [2022-11-15 01:25:53,328] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 42772
INFO [2022-11-15 01:25:53,336] basehttp "GET /static/images/scroll-icon.svg HTTP/1.1" 200 197
INFO [2022-11-15 01:25:53,337] basehttp "GET /static/images/gif-human.gif HTTP/1.1" 200 52837
WARNING [2022-11-15 01:25:53,343] log Not Found: /images/serv-icon-1.svg
WARNING [2022-11-15 01:25:53,343] basehttp "GET /images/serv-icon-1.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:53,344] log Not Found: /images/serv-icon-2.svg
WARNING [2022-11-15 01:25:53,348] basehttp "GET /images/serv-icon-2.svg HTTP/1.1" 404 3317
WARNING [2022-11-15 01:25:53,350] log Not Found: /images/about-img.jpg
WARNING [2022-11-15 01:25:53,350] basehttp "GET /images/about-img.jpg HTTP/1.1" 404 3311
INFO [2022-11-15 01:25:53,354] basehttp "GET /static/images/works/tvempresa.png HTTP/1.1" 200 903649
INFO [2022-11-15 01:25:53,362] basehttp "GET /static/images/works/doctorcv.png HTTP/1.1" 200 913659
INFO [2022-11-15 01:25:53,363] basehttp "GET /static/images/works/kubernetes-logo.jpg HTTP/1.1" 200 27076
INFO [2022-11-15 01:25:53,372] basehttp "GET /static/images/works/carnipets.png HTTP/1.1" 200 4803259
INFO [2022-11-15 01:25:53,377] basehttp "GET /api/v1.0/api-blog HTTP/1.1" 200 52
INFO [2022-11-15 01:25:53,383] basehttp "GET /static/fonts/HACKED.ttf HTTP/1.1" 200 26664
INFO [2022-11-15 01:25:53,445] basehttp "GET /static/images/favicon.ico HTTP/1.1" 200 318
INFO [2022-11-15 01:26:06,301] basehttp "GET / HTTP/1.1" 200 4380
INFO [2022-11-15 01:26:31,545] basehttp "GET / HTTP/1.1" 200 4394
INFO [2022-11-15 01:27:01,596] basehttp "GET / HTTP/1.1" 200 4453
INFO [2022-11-15 01:33:23,279] basehttp "GET / HTTP/1.1" 200 4040
INFO [2022-11-15 01:33:23,307] basehttp "GET /static/css/owl.theme.default.min.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,307] basehttp "GET /static/css/clear.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,307] basehttp "GET /static/css/bootstrap-grid.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,307] basehttp "GET /static/css/prettyPhoto.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,308] basehttp "GET /static/css/code.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,308] basehttp "GET /static/style.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,310] basehttp "GET /static/css/owl.carousel.min.css HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,310] basehttp "GET /static/js/jquery.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,311] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,312] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,312] basehttp "GET /static/js/jarallax.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,354] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,355] basehttp "GET /static/js/isotope.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,362] basehttp "GET /static/js/main.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,363] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,363] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 304 0
INFO [2022-11-15 01:33:23,423] basehttp "GET /static/images/favicon.ico HTTP/1.1" 304 0
INFO [2022-11-15 01:34:40,651] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:36:03,921] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:36:04,524] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:36:04,719] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:36:05,792] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:36:05,817] basehttp "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 941
INFO [2022-11-15 01:36:05,818] basehttp "GET /static/css/clear.css HTTP/1.1" 200 1661
INFO [2022-11-15 01:36:05,819] basehttp "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 2941
INFO [2022-11-15 01:36:05,819] basehttp "GET /static/css/prettyPhoto.css HTTP/1.1" 200 26950
INFO [2022-11-15 01:36:05,820] basehttp "GET /static/style.css HTTP/1.1" 200 29733
INFO [2022-11-15 01:36:05,820] basehttp "GET /static/css/bootstrap-grid.css HTTP/1.1" 200 64537
INFO [2022-11-15 01:36:05,825] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 200 4058
INFO [2022-11-15 01:36:05,825] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 200 3437
INFO [2022-11-15 01:36:05,826] basehttp "GET /static/css/code.css HTTP/1.1" 200 173
INFO [2022-11-15 01:36:05,826] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 200 27536
INFO [2022-11-15 01:36:05,827] basehttp "GET /static/js/jarallax.js HTTP/1.1" 200 39803
INFO [2022-11-15 01:36:05,827] basehttp "GET /static/js/jquery.js HTTP/1.1" 200 88145
INFO [2022-11-15 01:36:05,831] basehttp "GET /static/js/main.js HTTP/1.1" 200 14095
INFO [2022-11-15 01:36:05,832] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 200 21518
INFO [2022-11-15 01:36:05,832] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 42772
INFO [2022-11-15 01:36:05,833] basehttp "GET /static/js/isotope.pkgd.js HTTP/1.1" 200 119966
INFO [2022-11-15 01:36:05,924] basehttp "GET /static/images/favicon.ico HTTP/1.1" 200 318
INFO [2022-11-15 01:36:51,637] basehttp "GET /static/style.css HTTP/1.1" 304 0
WARNING [2022-11-15 01:36:51,682] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
WARNING [2022-11-15 01:36:51,689] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
INFO [2022-11-15 01:37:13,040] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:37:13,061] basehttp "GET /static/style.css HTTP/1.1" 200 2627
WARNING [2022-11-15 01:37:13,113] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:37:13,140] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:37:31,777] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:37:31,796] basehttp "GET /static/style.css HTTP/1.1" 200 29733
WARNING [2022-11-15 01:37:31,844] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:37:31,879] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:38:27,107] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:38:27,132] basehttp "GET /static/style.css HTTP/1.1" 200 29733
WARNING [2022-11-15 01:38:27,180] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:38:27,209] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:39:59,684] basehttp "GET / HTTP/1.1" 200 6371
INFO [2022-11-15 01:39:59,701] basehttp "GET /static/style.css HTTP/1.1" 304 0
WARNING [2022-11-15 01:39:59,750] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:39:59,772] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:44:16,583] basehttp "GET / HTTP/1.1" 200 6666
INFO [2022-11-15 01:44:16,611] basehttp "GET /static/css/clear.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,611] basehttp "GET /static/css/bootstrap-grid.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,612] basehttp "GET /static/css/owl.theme.default.min.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,612] basehttp "GET /static/style.css HTTP/1.1" 200 0
INFO [2022-11-15 01:44:16,613] basehttp "GET /static/css/owl.carousel.min.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,613] basehttp "GET /static/css/prettyPhoto.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,614] basehttp "GET /static/js/jquery.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,614] basehttp "GET /static/css/code.css HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,617] basehttp "GET /static/js/jarallax.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,617] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,618] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,669] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,670] basehttp "GET /static/js/isotope.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,670] basehttp "GET /static/js/main.js HTTP/1.1" 304 0
WARNING [2022-11-15 01:44:16,670] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
INFO [2022-11-15 01:44:16,670] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 304 0
INFO [2022-11-15 01:44:16,671] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 304 0
WARNING [2022-11-15 01:44:16,730] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:44:16,757] basehttp "GET /static/images/favicon.ico HTTP/1.1" 304 0
INFO [2022-11-15 01:45:01,215] basehttp "GET / HTTP/1.1" 200 6666
INFO [2022-11-15 01:45:01,237] basehttp "GET /static/style.css HTTP/1.1" 200 29733
WARNING [2022-11-15 01:45:01,285] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:45:01,321] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:46:05,221] basehttp "GET / HTTP/1.1" 200 4336
INFO [2022-11-15 01:46:05,239] basehttp "GET /static/style.css HTTP/1.1" 200 1210
WARNING [2022-11-15 01:46:05,288] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:46:05,306] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:46:45,027] basehttp "GET / HTTP/1.1" 200 4336
INFO [2022-11-15 01:46:45,054] basehttp "GET /static/style.css HTTP/1.1" 200 1210
WARNING [2022-11-15 01:46:45,107] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:46:45,126] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:48:04,553] basehttp "GET / HTTP/1.1" 200 4336
INFO [2022-11-15 01:48:04,576] basehttp "GET /static/style.css HTTP/1.1" 200 1210
WARNING [2022-11-15 01:48:04,625] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:48:04,642] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:50:17,919] basehttp "GET / HTTP/1.1" 200 4336
INFO [2022-11-15 01:50:17,942] basehttp "GET /static/style.css HTTP/1.1" 200 2978
WARNING [2022-11-15 01:50:17,995] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
WARNING [2022-11-15 01:50:18,010] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
WARNING [2022-11-15 01:50:28,888] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:50:28,909] basehttp "GET /static/style.css HTTP/1.1" 304 0
WARNING [2022-11-15 01:50:28,931] basehttp "GET /static/css/bootstrap-grid.css.map HTTP/1.1" 404 1936
INFO [2022-11-15 01:54:56,418] basehttp "GET / HTTP/1.1" 200 4783
INFO [2022-11-15 01:54:56,446] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,447] basehttp "GET /static/style.css HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,447] basehttp "GET /static/js/jquery.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,448] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,450] basehttp "GET /static/js/isotope.pkgd.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,450] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,451] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,452] basehttp "GET /static/js/jarallax.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,453] basehttp "GET /static/js/main.js HTTP/1.1" 304 0
INFO [2022-11-15 01:54:56,454] basehttp "GET /static/js/owl.carousel.min.js HTTP/1.1" 304 0
WARNING [2022-11-15 01:54:56,509] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:54:56,551] basehttp "GET /static/images/favicon.ico HTTP/1.1" 304 0
INFO [2022-11-15 01:55:07,810] basehttp "GET / HTTP/1.1" 200 4783
WARNING [2022-11-15 01:55:07,911] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:55:21,343] basehttp "GET / HTTP/1.1" 200 4783
WARNING [2022-11-15 01:55:21,437] basehttp "GET /static/js/jarallax-element.min.js.map HTTP/1.1" 404 1948
INFO [2022-11-15 01:55:23,527] basehttp "GET / HTTP/1.1" 200 4783
INFO [2022-11-15 01:55:23,548] basehttp "GET /static/style.css HTTP/1.1" 200 0
INFO [2022-11-15 01:55:23,549] basehttp "GET /static/js/jquery.fitvids.js HTTP/1.1" 200 3437
INFO [2022-11-15 01:55:23,549] basehttp "GET /static/js/imagesloaded.pkgd.js HTTP/1.1" 200 27536
INFO [2022-11-15 01:55:23,550] basehttp "GET /static/js/jarallax-element.min.js HTTP/1.1" 200 4058
INFO [2022-11-15 01:55:23,550] basehttp "GET /static/js/jquery.js HTTP/1.1" 200 88145
INFO [2022-11-15 01:55:23,551] basehttp "GET /static/js/jarallax.js HTTP/1.1" 200 39803
INFO [2022-11-15 01:55:23,556] basehttp "GET /static/js/jquery.prettyPhoto.js HTTP/1.1" 200 21518
